0
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,4(2),6(2),
,,,.,.,.,.,.,7(4),3(4),
,,,8(1),.,.,.,.,8(3),4(3),
,,,.,2(1),.,.,.,.,8(3),
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,


1
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,4(2),6(2),
,,,.,.,.,.,.,7(4),3(4),
,,,8(1),.,.,.,.,8(3),2(3),
,,,.,2(1),.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,


2
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,4(2),6(2),
,,,.,.,.,.,.,7(4),3(4),
,,,8(1),.,.,.,.,.,.,
,,,.,2(1),.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,


3
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,4(2),6(2),
,,,.,.,.,.,.,.,.,
,,,8(1),.,.,.,.,.,.,
,,,.,2(1),.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,


4
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,8(1),.,.,.,.,.,.,
,,,.,2(1),.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,


5
,,,.,.,.,.,.,.,.,
,,,9(9),.,.,.,.,2(6),8(6),
,,,1(9),.,.,5(10),5(10),2(8),.,
,,,8(1),.,.,.,.,8(8),5(5),
,,,2(1),.,.,.,.,.,5(5),
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,4(7),6(7),.,


6
,,,.,.,.,.,.,.,.,
,,,9(9),.,.,.,.,.,.,
,,,1(9),.,.,5(10),5(10),2(8),.,
,,,8(1),.,.,.,.,8(8),5(5),
,,,2(1),.,.,.,.,.,5(5),
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,4(7),6(7),.,


7
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,5(10),5(10),2(8),.,
,,,8(1),.,.,.,.,8(8),5(5),
,,,2(1),.,.,.,.,.,5(5),
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,4(7),6(7),.,


8
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,.,2(8),.,
,,,8(1),.,.,.,.,8(8),5(5),
,,,2(1),.,.,.,.,.,5(5),
,,,.,.,.,.,.,.,.,
,,,.,.,.,.,4(7),6(7),.,


9
,,,.,.,.,.,.,.,.,
