"Note: This save file is in an old format, which is slightly different to the current one.",,,,,,,,
Note: This save file has no comments. No further files without comments will be added.,,,,,,,,
,,,,,,,,
0,,',3,3,',1,','
0,,',',',',1,','
0,,',',',',',','
0,,',',2,2,',','
0,,',',',',',','
0,,4,',',',',5,'
0,,4,',',',',5,'
,,,,,,,,
1,,',3,3,',1,','
1,,',',',',1,','
1,,',',',',',','
1,,',',2,2,',','
1,,',',',',',','
1,,',',',',',5,'
1,,',',',',',5,'
,,,,,,,,
2,,',3,3,',1,','
2,,',',',',1,','
2,,',',',',',','
2,,',',',',',','
2,,',',',',',','
2,,',',',',',5,'
2,,',',',',',5,'
,,,,,,,,
3,,',3,3,',',','
3,,',',',',',','
3,,',',',',',','
3,,',',',',',','
3,,',',',',',','
3,,',',',',',5,'
3,,',',',',',5,'
,,,,,,,,
4,,',',',',',','
4,,',',',',',','
4,,',',',',',','
4,,',',',',',','
4,,',',',',',','
4,,',',',',',5,'
4,,',',',',',5,'
,,,,,,,,
5,,',',',',',','
5,,',',',',',','
5,,',',',',',','
5,,',',',6,',','
5,,3,',',6,',','
5,,3,1,',',4,',2
5,,',1,',',4,',2
,,,,,,,,
6,,',',',',',','
6,,',',',',',','
6,,',',',',',','
6,,',',',',',','
6,,3,',',',',','
6,,3,1,',',4,',2
6,,',1,',',4,',2
,,,,,,,,
7,,',',',',',','
7,,',',',',',','
7,,',',',',',','
7,,',',',',',','
7,,',',',',',','
7,,',1,',',4,',2
7,,',1,',',4,',2
,,,,,,,,
8,,',',',',',','
8,,',',',',',','
8,,',',',',',','
8,,',',',',',','
8,,',',',',',','
8,,',',',',4,',2
8,,',',',',4,',2
,,,,,,,,
9,,',',',',',','
9,,',',',',',','
9,,',',',',',','
9,,',',',',',','
9,,',',',',',','
9,,',',',',',',2
9,,',',',',',',2
,,,,,,,,
10,,',',',3,3,','
10,,',',2,',',','
10,,',',2,',',','
10,,',5,',',',','
10,,',5,',',',','
10,,1,5,',',',','
10,,1,',',',',','
,,,,,,,,
11,,',',',3,3,','
11,,',',2,',',','
11,,',',2,',',','
11,,',5,',',',','
11,,',5,',',',','
11,,',5,',',',','
11,,',',',',',','
,,,,,,,,
12,,',',',',',','
12,,',',2,',',','
12,,',',2,',',','
12,,',5,',',',','
12,,',5,',',',','
