"Note: This save file is in an old format, which is slightly different to the current one.",,,,,,,,
Note: This save file has no comments. No further files without comments will be added.,,,,,,,,
,,,,,,,,
0,,',',',',',','
0,,',',',',',','
0,,',1,',',',','
0,,',1,',',',','
0,,',',',',',','
0,,',3,3,',',',2
0,,',3,',',',2,2
,,,,,,,,
1,,',',',',',','
1,,',',',',',','
1,,',1,',',',','
1,,',1,',',',','
1,,',',',',',','
1,,',3,',',',',2
1,,',3,',',',2,2
,,,,,,,,
2,,',',',',',','
2,,',',',',',','
2,,',1,',',',','
2,,',1,',',',','
2,,',',',',',','
2,,',',',',',',2
2,,',',',',',2,2
,,,,,,,,
3,,',',',',',','
3,,',',',',',','
3,,',1,',',',','
3,,',1,',',',','
3,,',',',',',','
3,,',',',',',','
3,,',',',',',2,2
,,,,,,,,
4,,',',',',',','
4,,',',',',',','
4,,',1,',',',','
4,,',1,',',',','
4,,',',',',',','
4,,',',',',',','
4,,',',',',',','
,,,,,,,,
5,,',',',',',','
5,,',',',',',','
5,,',',',',',',3
5,,4,',',1,',',3
5,,4,',',1,',','
5,,',',',1,',2,'
5,,',',',',',2,'
,,,,,,,,
6,,',',',',',','
6,,',',',',',','
6,,',',',',',','
6,,4,',',1,',','
6,,4,',',1,',','
6,,',',',1,',2,'
6,,',',',',',2,'
,,,,,,,,
7,,',',',',',','
7,,',',',',',','
7,,',',',',',','
7,,4,',',1,',','
7,,4,',',1,',','
7,,',',',1,',','
7,,',',',',',','
,,,,,,,,
8,,',',',',',','
8,,',',',',',','
8,,',',',',',','
8,,4,',',',',','
8,,4,',',1,',','
8,,',',',1,',','
8,,',',',',',','
,,,,,,,,
9,,',',',',',','
9,,',',',',',','
9,,',',',',',','
9,,4,',',',',','
9,,4,',',',',','
9,,',',',',',','
9,,',',',',',','
,,,,,,,,
10,,',',',',5,5,'
10,,',',',',',','
10,,',',',',',','
10,,',',',',',3,3
10,,',',',2,',4,'
10,,1,',',2,',4,'
10,,1,',',',',','
,,,,,,,,
11,,',',',',5,5,'
11,,',',',',',','
11,,',',',',',','
11,,',',',',',','
11,,',',',2,',4,'
11,,1,',',2,',4,'
11,,1,',',',',','
,,,,,,,,
12,,',',',',5,5,'
12,,',',',',',','
12,,',',',',',','
12,,',',',',',','
12,,',',',2,',','
12,,1,',',2,',','
12,,1,',',',',','
,,,,,,,,
13,,',',',',5,5,'
13,,',',',',',','
13,,',',',',',','
13,,',',',',',','
13,,',',',',',','
13,,1,',',',',','
13,,1,',',',',','
,,,,,,,,
14,,',',',',5,5,'
14,,',',',',',','
14,,',',',',',','
14,,',',',',',','
14,,',',',',',','
14,,',',',',',','
14,,',',',',',','
,,,,,,,,
15,,',3,',',',','
15,,',3,3,',',6,6
15,,',',',',',','
15,,',',',4,',',2
15,,',',',4,',',2
15,,1,',',',',','
15,,1,',',',',','
,,,,,,,,
16,,',3,',',',','
16,,',3,3,',',','
16,,',',',',',','
16,,',',',4,',',2
16,,',',',4,',',2
16,,1,',',',',','
16,,1,',',',',','
,,,,,,,,
17,,',3,',',',','
17,,',3,3,',',','
17,,',',',',',','
17,,',',',4,',','
17,,',',',4,',','
17,,1,',',',',','
17,,1,',',',',','
,,,,,,,,
18,,',3,',',',','
18,,',3,3,',',','
18,,',',',',',','
18,,',',',',',','
18,,',',',',',','
18,,1,',',',',','
18,,1,',',',',','
,,,,,,,,
19,,',3,',',',','
19,,',3,3,',',','
19,,',',',',',','
19,,',',',',',','
19,,',',',',',','
19,,',',',',',','
19,,',',',',',','
,,,,,,,,
20,,',',3,',',2,'
20,,',3,3,3,',2,'
20,,',',',',',','
20,,5,',',',',','
20,,5,',',',',1,'
20,,',',',',',1,'
20,,',',',',',','
,,,,,,,,
21,,',',3,',',2,'
21,,',',3,3,',2,'
21,,',',',',',','
21,,5,',',',',','
21,,5,',',',',1,'
21,,',',',',',1,'
21,,',',',',',','
,,,,,,,,
22,,',',3,',',2,'
22,,',',3,',',2,'
22,,',',',',',','
22,,5,',',',',','
22,,5,',',',',1,'
22,,',',',',',1,'
22,,',',',',',','
,,,,,,,,
23,,',',',',',2,'
23,,',',',',',2,'
23,,',',',',',','
23,,5,',',',',','
23,,5,',',',',1,'
23,,',',',',',1,'
23,,',',',',',','
,,,,,,,,
24,,',',',',',','
24,,',',',',',','
24,,',',',',',','
24,,5,',',',',','
