"Note: This save file is in an old format, which is slightly different to the current one.",,,,,,,,
Note: This save file has no comments. No further files without comments will be added.,,,,,,,,
,,,,,,,,
0,,',',',5,',3,'
0,,',',',5,',3,'
0,,',',2,1,',','
0,,',2,2,1,',4,4
0,,',',',',',','
0,,',',',',',','
0,,',',',',',','
,,,,,,,,
1,,',',',5,',','
1,,',',',5,',','
1,,',',2,1,',','
1,,',2,2,1,',4,4
1,,',',',',',','
1,,',',',',',','
1,,',',',',',','
,,,,,,,,
2,,',',',5,',','
2,,',',',5,',','
2,,',',2,1,',','
2,,',',2,1,',4,4
2,,',',',',',','
2,,',',',',',','
2,,',',',',',','
,,,,,,,,
3,,',',',5,',','
3,,',',',5,',','
3,,',',',1,',','
3,,',',',1,',4,4
3,,',',',',',','
3,,',',',',',','
3,,',',',',',','
,,,,,,,,
4,,',',',5,',','
4,,',',',5,',','
4,,',',',',',','
4,,',',',',',4,4
4,,',',',',',','
4,,',',',',',','
4,,',',',',',','
,,,,,,,,
5,,3,',',5,',','
5,,3,',',5,',','
5,,',',',',',','
5,,',2,',',4,','
5,,',2,',',4,','
5,,',',6,6,',',1
5,,',',',',',',1
,,,,,,,,
6,,',',',5,',','
6,,',',',5,',','
6,,',',',',',','
6,,',2,',',4,','
6,,',2,',',4,','
6,,',',6,6,',',1
6,,',',',',',',1
,,,,,,,,
7,,',',',',',','
7,,',',',',',','
7,,',',',',',','
7,,',2,',',4,','
7,,',2,',',4,','
7,,',',6,6,',',1
7,,',',',',',',1
,,,,,,,,
8,,',',',',',','
8,,',',',',',','
8,,',',',',',','
8,,',',',',4,','
8,,',',',',4,','
8,,',',6,6,',',1
8,,',',',',',',1
,,,,,,,,
9,,',',',',',','
9,,',',',',',','
9,,',',',',',','
9,,',',',',4,','
9,,',',',',4,','
9,,',',',',',',1
9,,',',',',',',1
,,,,,,,,
10,,2,',',',',','
10,,2,2,',',',','
10,,',',',',',','
10,,',',',',',','
10,,',',',',',','
10,,',7,7,7,',',1
10,,',',7,',',',1
,,,,,,,,
11,,2,',',',',','
11,,2,2,',',',','
11,,',',',',',','
11,,',',',',',','
11,,',',',',',','
11,,',7,7,7,',','
11,,',',7,',',','
,,,,,,,,
12,,2,',',',',','
12,,2,2,',',',','
12,,',',',',',','
12,,',',',',',','
12,,',',',',',','
12,,',7,7,',',','
12,,',',7,',',','
,,,,,,,,
13,,2,',',',',','
13,,2,2,',',',','
13,,',',',',',','
13,,',',',',',','
13,,',',',',',','
13,,',7,7,',',','
13,,',',',',',','
,,,,,,,,
14,,2,',',',',','
14,,2,2,',',',','
14,,',',',',',','
14,,',',',',',','
14,,',',',',',','
14,,',',',',',','
14,,',',',',',','
,,,,,,,,
15,,2,',',4,',','
15,,2,',',4,',','
15,,',',',',',3,3
15,,1,',',',',3,'
15,,1,',',',',','
15,,',',',',',','
15,,',',',5,5,','
,,,,,,,,
16,,2,',',',',','
16,,2,',',',',','
16,,',',',',',3,3
16,,1,',',',',3,'
16,,1,',',',',','
16,,',',',',',','
16,,',',',5,5,','
,,,,,,,,
17,,2,',',',',','
17,,2,',',',',','
17,,',',',',',3,3
17,,',',',',',3,'
17,,',',',',',','
17,,',',',',',','
17,,',',',5,5,','
,,,,,,,,
18,,',',',',',','
18,,',',',',',','
18,,',',',',',3,3
18,,',',',',',3,'
18,,',',',',',','
18,,',',',',',','
18,,',',',5,5,','
,,,,,,,,
19,,',',',',',','
19,,',',',',',','
19,,',',',',',3,3
19,,',',',',',3,'
19,,',',',',',','
19,,',',',',',','
19,,',',',',',','
,,,,,,,,
20,,',',',',4,4,'
20,,',',6,6,',','
20,,',',5,',',3,3
20,,',',5,',',','
20,,',',',',',','
20,,',',',',',2,2
20,,',',',',',1,1
,,,,,,,,
21,,',',',',4,4,'
21,,',',6,6,',','
21,,',',',',',3,3
21,,',',',',',','
21,,',',',',',','
21,,',',',',',2,2
21,,',',',',',1,1
,,,,,,,,
22,,',',',',4,4,'
22,,',',',',',','
22,,',',',',',3,3
22,,',',',',',','
22,,',',',',',','
22,,',',',',',2,2
22,,',',',',',1,1
,,,,,,,,
23,,',',',',',','
23,,',',',',',','
23,,',',',',',3,3
23,,',',',',',','
23,,',',',',',','
23,,',',',',',2,2
23,,',',',',',1,1
,,,,,,,,
24,,',',',',',','
24,,',',',',',','
24,,',',',',',','
24,,',',',',',','
24,,',',',',',','
24,,',',',',',2,2
24,,',',',',',1,1
,,,,,,,,
25,,',',',7,',','
25,,',',',7,',','
25,,',',',',',3,3
25,,',5,5,',',3,'
25,,',',',',',',4
25,,2,',',',',',4
25,,2,',',',',1,1
,,,,,,,,
26,,',',',7,',','
26,,',',',7,',','
26,,',',',',',3,3
26,,',',',',',3,'
26,,',',',',',',4
26,,2,',',',',',4
26,,2,',',',',1,1
,,,,,,,,
27,,',',',',',','
27,,',',',',',','
27,,',',',',',3,3
27,,',',',',',3,'
27,,',',',',',',4
27,,2,',',',',',4
27,,2,',',',',1,1
,,,,,,,,
28,,',',',',',','
28,,',',',',',','
28,,',',',',',3,3
28,,',',',',',3,'
28,,',',',',',',4
28,,',',',',',',4
28,,',',',',',1,1
,,,,,,,,
29,,',',',',',','
29,,',',',',',','
29,,',',',',',3,3
29,,',',',',',','
29,,',',',',',',4
29,,',',',',',',4
29,,',',',',',1,1
,,,,,,,,
30,,3,6,',',',','
30,,3,6,',',5,','
30,,',',',',5,',2
30,,',',',',',',2
30,,',4,4,',',',1
30,,',',',',',',1
30,,',',',',',1,1
,,,,,,,,
31,,3,6,',',',','
31,,3,6,',',5,','
31,,',',',',5,',2
31,,',',',',',',2
31,,',',',',',',1
31,,',',',',',',1
31,,',',',',',1,1
,,,,,,,,
32,,3,6,',',',','
32,,3,6,',',',','
32,,',',',',',',2
32,,',',',',',',2
32,,',',',',',',1
32,,',',',',',',1
32,,',',',',',1,1
,,,,,,,,
33,,',6,',',',','
33,,',6,',',',','
33,,',',',',',',2
33,,',',',',',',2
33,,',',',',',',1
33,,',',',',',',1
33,,',',',',',1,1
,,,,,,,,
34,,',',',',',','
34,,',',',',',','
34,,',',',',',',2
34,,',',',',',',2
34,,',',',',',',1
34,,',',',',',',1
34,,',',',',',1,1
,,,,,,,,
35,,',',',',',','
35,,',',',',',4,4
35,,5,5,',',',',2
35,,',6,6,',',',2
35,,',',',',',1,1
35,,',',3,',',1,1
35,,',',3,',',',1
,,,,,,,,
36,,',',',',',','
36,,',',',',',4,4
36,,',',',',',',2
36,,',6,6,',',',2
36,,',',',',',1,1
36,,',',3,',',1,1
36,,',',3,',',',1
,,,,,,,,
37,,',',',',',','
37,,',',',',',4,4
37,,',',',',',',2
37,,',',',',',',2
37,,',',',',',1,1
37,,',',3,',',1,1
37,,',',3,',',',1
,,,,,,,,
38,,',',',',',','
38,,',',',',',4,4
38,,',',',',',',2
38,,',',',',',',2
38,,',',',',',1,1
38,,',',',',',1,1
38,,',',',',',',1
,,,,,,,,
39,,',',',',',','
39,,',',',',',','
39,,',',',',',',2
39,,',',',',',',2
39,,',',',',',1,1
39,,',',',',',1,1
39,,',',',',',',1
,,,,,,,,
40,,',',',3,',','
40,,2,2,',3,4,','
40,,',',',',4,','
40,,',',',',',','
40,,',5,',',',1,1
40,,',5,',',',1,1
40,,',5,5,',',',1
,,,,,,,,
41,,',',',3,',','
41,,2,2,',3,4,','
41,,',',',',4,','
41,,',',',',',','
